<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<TICKVOL>,<VOL>,<SPREAD>
2024.08.01,8:19:00,149.738,149.76,149.683,149.684,49,0,2
2024.08.01,8:20:00,149.677,149.688,149.659,149.671,69,0,2
2024.08.01,8:21:00,149.67,149.675,149.641,149.663,65,0,1
2024.08.01,8:22:00,149.664,149.695,149.639,149.692,61,0,2
2024.08.01,8:23:00,149.692,149.7,149.67,149.679,66,0,4
2024.08.01,8:24:00,149.679,149.688,149.616,149.662,71,0,2
2024.08.01,8:25:00,149.672,149.774,149.668,149.774,53,0,2
2024.08.01,8:26:00,149.773,149.83,149.772,149.83,69,0,1
2024.08.01,8:27:00,149.829,149.829,149.777,149.826,69,0,3
2024.08.01,8:28:00,149.827,149.828,149.786,149.786,56,0,2
2024.08.01,8:29:00,149.787,149.812,149.767,149.767,57,0,3
2024.08.01,8:30:00,149.766,149.776,149.712,149.743,58,0,2
2024.08.01,8:31:00,149.743,149.791,149.73,149.754,69,0,3
2024.08.01,8:32:00,149.766,149.803,149.757,149.785,65,0,3
2024.08.01,8:33:00,149.784,149.864,149.764,149.863,75,0,3
2024.08.01,8:34:00,149.863,149.874,149.809,149.832,76,0,3
2024.08.01,8:35:00,149.832,149.867,149.796,149.798,65,0,2
2024.08.01,8:36:00,149.8,149.812,149.754,149.755,53,0,2
2024.08.01,8:37:00,149.755,149.805,149.752,149.788,56,0,0
2024.08.01,8:38:00,149.788,149.935,149.786,149.927,73,0,2
2024.08.01,8:39:00,149.927,149.951,149.84,149.865,72,0,2
2024.08.01,8:40:00,149.865,149.902,149.849,149.879,61,0,2
2024.08.01,8:41:00,149.879,149.91,149.866,149.898,70,0,1
2024.08.01,8:42:00,149.896,149.972,149.887,149.957,83,0,2
2024.08.01,8:43:00,149.968,149.975,149.932,149.932,70,0,2
2024.08.01,8:44:00,149.932,149.98,149.927,149.946,75,0,1
2024.08.01,8:45:00,149.945,149.945,149.879,149.909,63,0,1
2024.08.01,8:46:00,149.907,149.961,149.891,149.937,69,0,3
2024.08.01,8:47:00,149.936,149.952,149.921,149.944,72,0,1
2024.08.01,8:48:00,149.944,150.022,149.943,150.013,79,0,1
2024.08.01,8:49:00,150.028,150.043,149.977,149.989,81,0,1
2024.08.01,8:50:00,149.992,150.004,149.955,149.96,83,0,2
2024.08.01,8:51:00,149.961,149.979,149.917,149.917,65,0,2
2024.08.01,8:52:00,149.914,149.926,149.905,149.92,71,0,1
2024.08.01,8:53:00,149.92,149.941,149.816,149.833,71,0,0
2024.08.01,8:54:00,149.832,149.857,149.817,149.844,57,0,1
2024.08.01,8:55:00,149.844,149.844,149.806,149.821,53,0,1
2024.08.01,8:56:00,149.821,149.875,149.802,149.864,72,0,1
2024.08.01,8:57:00,149.865,149.877,149.816,149.841,79,0,1
2024.08.01,8:58:00,149.841,149.843,149.788,149.788,66,0,1
2024.08.01,8:59:00,149.788,149.788,149.728,149.759,60,0,1
2024.08.01,9:00:00,149.751,149.751,149.627,149.667,101,0,1
2024.08.01,9:01:00,149.666,149.69,149.573,149.573,97,0,1
2024.08.01,9:02:00,149.582,149.647,149.58,149.634,90,0,1
2024.08.01,9:03:00,149.637,149.674,149.621,149.641,90,0,1
2024.08.01,9:04:00,149.642,149.664,149.613,149.664,80,0,1
2024.08.01,9:05:00,149.667,149.708,149.652,149.672,77,0,1
2024.08.01,9:06:00,149.697,149.763,149.688,149.733,86,0,1
2024.08.01,9:07:00,149.734,149.747,149.702,149.737,93,0,1
2024.08.01,9:08:00,149.729,149.771,149.717,149.743,83,0,2
2024.08.01,9:09:00,149.743,149.843,149.743,149.823,94,0,1
2024.08.01,9:10:00,149.841,149.872,149.812,149.813,87,0,1
2024.08.01,9:11:00,149.814,149.872,149.803,149.867,72,0,2
2024.08.01,9:12:00,149.86,149.897,149.846,149.873,82,0,1
2024.08.01,9:13:00,149.864,149.866,149.825,149.861,77,0,1
2024.08.01,9:14:00,149.862,149.868,149.789,149.799,70,0,1
2024.08.01,9:15:00,149.796,149.797,149.733,149.755,88,0,1
2024.08.01,9:16:00,149.754,149.766,149.711,149.766,57,0,2
2024.08.01,9:17:00,149.764,149.879,149.764,149.868,67,0,1
2024.08.01,9:18:00,149.868,149.947,149.855,149.924,73,0,1
2024.08.01,9:19:00,149.924,149.963,149.891,149.963,78,0,1
2024.08.01,9:20:00,149.96,149.966,149.913,149.92,82,0,2
2024.08.01,9:21:00,149.92,149.943,149.89,149.933,48,0,4
2024.08.01,9:22:00,149.941,149.966,149.898,149.901,64,0,3
2024.08.01,9:23:00,149.906,149.922,149.879,149.909,45,0,4
2024.08.01,9:24:00,149.91,149.954,149.904,149.929,52,0,4
2024.08.01,9:25:00,149.931,149.974,149.897,149.897,53,0,3
2024.08.01,9:26:00,149.898,149.957,149.874,149.952,70,0,4
2024.08.01,9:27:00,149.952,149.959,149.914,149.958,66,0,1
2024.08.01,9:28:00,149.975,149.975,149.899,149.908,85,0,0
2024.08.01,9:29:00,149.908,150.043,149.908,150.024,85,0,2
2024.08.01,9:30:00,150.015,150.137,150.015,150.123,93,0,3
2024.08.01,9:31:00,150.122,150.143,150.086,150.1,91,0,2
2024.08.01,9:32:00,150.085,150.093,150.06,150.077,91,0,1
2024.08.01,9:33:00,150.065,150.072,150.022,150.062,83,0,1
2024.08.01,9:34:00,150.061,150.139,150.054,150.139,91,0,2
2024.08.01,9:35:00,150.126,150.242,150.126,150.242,87,0,0
2024.08.01,9:36:00,150.241,150.245,150.197,150.239,83,0,1
2024.08.01,9:37:00,150.239,150.241,150.173,150.225,76,0,2
2024.08.01,9:38:00,150.223,150.311,150.214,150.25,88,0,1
2024.08.01,9:39:00,150.252,150.252,150.194,150.217,84,0,1
2024.08.01,9:40:00,150.225,150.335,150.223,150.247,99,0,1
2024.08.01,9:41:00,150.247,150.272,150.213,150.27,81,0,2
2024.08.01,9:42:00,150.274,150.292,150.212,150.216,88,0,2
2024.08.01,9:43:00,150.215,150.249,150.176,150.234,79,0,2
2024.08.01,9:44:00,150.235,150.237,150.157,150.158,96,0,1
2024.08.01,9:45:00,150.158,150.222,150.138,150.143,95,0,2
2024.08.01,9:46:00,150.144,150.154,150.103,150.103,94,0,1
2024.08.01,9:47:00,150.1,150.148,150.097,150.146,93,0,1
2024.08.01,9:48:00,150.151,150.153,150.068,150.084,90,0,1
2024.08.01,9:49:00,150.086,150.128,150.075,150.086,88,0,1
2024.08.01,9:50:00,150.084,150.092,150.047,150.072,94,0,0
2024.08.01,9:51:00,150.072,150.147,150.072,150.128,78,0,1
2024.08.01,9:52:00,150.127,150.197,150.119,150.197,81,0,1
2024.08.01,9:53:00,150.192,150.217,150.154,150.208,85,0,1
2024.08.01,9:54:00,150.199,150.209,150.118,150.12,63,0,1
2024.08.01,9:55:00,150.12,150.201,150.099,150.183,71,0,1
2024.08.01,9:56:00,150.184,150.215,150.137,150.214,77,0,1
2024.08.01,9:57:00,150.214,150.251,150.125,150.157,78,0,1
2024.08.01,9:58:00,150.159,150.175,150.089,150.091,78,0,1
2024.08.01,9:59:00,150.082,150.104,150.02,150.031,85,0,1
2024.08.01,10:00:00,150.019,150.041,149.984,149.997,99,0,1
2024.08.01,10:01:00,149.995,150.029,149.906,149.935,102,0,1
2024.08.01,10:02:00,149.935,149.936,149.904,149.922,78,0,0
2024.08.01,10:03:00,149.924,149.95,149.89,149.943,85,0,1
2024.08.01,10:04:00,149.94,150.052,149.926,150.05,93,0,1
2024.08.01,10:05:00,150.052,150.072,150.017,150.051,87,0,1
2024.08.01,10:06:00,150.051,150.059,149.991,150.059,84,0,1
2024.08.01,10:07:00,150.062,150.073,149.967,149.979,101,0,1
2024.08.01,10:08:00,149.98,150.017,149.958,150,86,0,1
2024.08.01,10:09:00,150.001,150.001,149.916,149.917,76,0,2
2024.08.01,10:10:00,149.921,149.949,149.867,149.867,76,0,1
2024.08.01,10:11:00,149.867,149.931,149.86,149.892,79,0,1
2024.08.01,10:12:00,149.892,149.919,149.851,149.904,84,0,1
2024.08.01,10:13:00,149.903,149.916,149.851,149.882,85,0,1
2024.08.01,10:14:00,149.882,149.898,149.846,149.846,77,0,1
2024.08.01,10:15:00,149.852,149.902,149.848,149.872,71,0,1
2024.08.01,10:16:00,149.865,149.865,149.817,149.84,84,0,1
2024.08.01,10:17:00,149.839,149.839,149.782,149.81,86,0,1
2024.08.01,10:18:00,149.812,149.85,149.799,149.826,75,0,1
2024.08.01,10:19:00,149.824,149.833,149.806,149.829,67,0,1
2024.08.01,10:20:00,149.829,149.852,149.809,149.832,75,0,1
2024.08.01,10:21:00,149.832,149.91,149.814,149.907,73,0,1
2024.08.01,10:22:00,149.91,149.946,149.868,149.937,95,0,1
2024.08.01,10:23:00,149.934,149.978,149.923,149.967,91,0,1
2024.08.01,10:24:00,149.972,149.976,149.945,149.962,75,0,1
2024.08.01,10:25:00,149.962,150.019,149.962,150.019,52,0,1
2024.08.01,10:26:00,150.017,150.036,150.006,150.025,60,0,1
2024.08.01,10:27:00,150.019,150.028,149.936,149.947,67,0,1
2024.08.01,10:28:00,149.947,149.969,149.928,149.959,55,0,1
2024.08.01,10:29:00,149.96,149.986,149.898,149.903,71,0,1
2024.08.01,10:30:00,149.904,149.937,149.864,149.925,65,0,1
2024.08.01,10:31:00,149.924,149.94,149.891,149.904,66,0,1
2024.08.01,10:32:00,149.902,149.92,149.859,149.896,63,0,1
2024.08.01,10:33:00,149.897,149.938,149.869,149.937,69,0,1
2024.08.01,10:34:00,149.937,150.004,149.936,150.004,54,0,3
2024.08.01,10:35:00,150.006,150.087,150.006,150.087,64,0,1
2024.08.01,10:36:00,150.081,150.09,150.039,150.073,84,0,3
2024.08.01,10:37:00,150.073,150.073,150.028,150.037,55,0,0
2024.08.01,10:38:00,150.031,150.051,149.996,150.04,69,0,3
2024.08.01,10:39:00,150.036,150.148,150.036,150.143,82,0,2
2024.08.01,10:40:00,150.144,150.195,150.13,150.191,77,0,1
2024.08.01,10:41:00,150.19,150.19,150.086,150.092,82,0,1
2024.08.01,10:42:00,150.096,150.125,150.073,150.078,72,0,2
2024.08.01,10:43:00,150.068,150.08,150.013,150.024,79,0,1
2024.08.01,10:44:00,150.024,150.036,149.987,150.014,68,0,1
2024.08.01,10:45:00,150.023,150.064,150.002,150.064,72,0,2
2024.08.01,10:46:00,150.064,150.064,149.987,150.032,79,0,2
2024.08.01,10:47:00,150.032,150.032,149.974,149.982,80,0,1
2024.08.01,10:48:00,149.983,150.023,149.983,149.993,60,0,2
2024.08.01,10:49:00,149.988,150.04,149.978,150.008,72,0,1
2024.08.01,10:50:00,150.019,150.051,150.001,150.048,84,0,2
2024.08.01,10:51:00,150.047,150.074,149.994,150.044,78,0,1
2024.08.01,10:52:00,150.044,150.07,150.037,150.039,75,0,2
2024.08.01,10:53:00,150.039,150.059,149.98,150.016,75,0,2
2024.08.01,10:54:00,150.015,150.015,149.931,149.941,97,0,1
2024.08.01,10:55:00,149.954,149.994,149.935,149.937,77,0,1
2024.08.01,10:56:00,149.938,149.938,149.85,149.883,85,0,1
2024.08.01,10:57:00,149.888,149.902,149.864,149.892,68,0,1
2024.08.01,10:58:00,149.892,149.944,149.892,149.942,73,0,1
2024.08.01,10:59:00,149.942,149.942,149.865,149.865,73,0,1
2024.08.01,11:00:00,149.863,149.863,149.767,149.846,105,0,1
2024.08.01,11:01:00,149.847,149.906,149.837,149.884,67,0,2
2024.08.01,11:02:00,149.882,149.882,149.796,149.814,73,0,0
2024.08.01,11:03:00,149.814,149.83,149.779,149.816,73,0,2
2024.08.01,11:04:00,149.811,149.811,149.712,149.726,85,0,1
2024.08.01,11:05:00,149.728,149.748,149.673,149.687,75,0,1
2024.08.01,11:06:00,149.689,149.689,149.642,149.671,85,0,1
2024.08.01,11:07:00,149.67,149.685,149.54,149.545,100,0,1
2024.08.01,11:08:00,149.538,149.559,149.534,149.558,42,0,2
2024.08.01,11:09:00,149.557,149.557,149.452,149.465,98,0,1
2024.08.01,11:10:00,149.465,149.528,149.435,149.526,100,0,2
2024.08.01,11:11:00,149.525,149.534,149.447,149.471,97,0,1
2024.08.01,11:12:00,149.466,149.543,149.428,149.497,96,0,1
2024.08.01,11:13:00,149.497,149.562,149.497,149.539,70,0,1
2024.08.01,11:14:00,149.54,149.605,149.539,149.604,90,0,1
2024.08.01,11:15:00,149.606,149.638,149.507,149.528,68,0,2
2024.08.01,11:16:00,149.527,149.596,149.514,149.573,80,0,3
2024.08.01,11:17:00,149.573,149.598,149.516,149.594,74,0,1
2024.08.01,11:18:00,149.594,149.662,149.593,149.628,70,0,0
2024.08.01,11:19:00,149.628,149.681,149.628,149.679,58,0,0
2024.08.01,11:20:00,149.684,149.695,149.638,149.66,73,0,3
2024.08.01,11:21:00,149.66,149.692,149.617,149.679,62,0,1
2024.08.01,11:22:00,149.674,149.714,149.662,149.662,55,0,2
2024.08.01,11:23:00,149.662,149.684,149.636,149.665,56,0,2
2024.08.01,11:24:00,149.664,149.684,149.62,149.62,59,0,2
2024.08.01,11:25:00,149.622,149.653,149.591,149.651,50,0,2
2024.08.01,11:26:00,149.651,149.737,149.651,149.712,53,0,1
2024.08.01,11:27:00,149.712,149.763,149.712,149.763,58,0,0
2024.08.01,11:28:00,149.766,149.831,149.766,149.816,66,0,1
2024.08.01,11:29:00,149.825,149.853,149.825,149.848,45,0,1
2024.08.01,11:30:00,149.844,149.887,149.837,149.883,70,0,1
2024.08.01,11:31:00,149.869,149.889,149.838,149.883,59,0,3
2024.08.01,11:32:00,149.884,149.884,149.794,149.823,77,0,1
2024.08.01,11:33:00,149.824,149.834,149.779,149.786,75,0,2
2024.08.01,11:34:00,149.786,149.835,149.78,149.82,71,0,2
2024.08.01,11:35:00,149.826,149.967,149.823,149.925,74,0,1
2024.08.01,11:36:00,149.922,149.968,149.893,149.932,92,0,1
2024.08.01,11:37:00,149.933,149.989,149.927,149.942,92,0,1
2024.08.01,11:38:00,149.932,149.942,149.883,149.901,69,0,2
2024.08.01,11:39:00,149.891,149.924,149.874,149.906,64,0,1
2024.08.01,11:40:00,149.905,149.945,149.871,149.9,75,0,2
2024.08.01,11:41:00,149.893,149.909,149.844,149.845,81,0,3
2024.08.01,11:42:00,149.84,149.853,149.807,149.812,70,0,1
2024.08.01,11:43:00,149.807,149.834,149.795,149.805,78,0,2
2024.08.01,11:44:00,149.807,149.859,149.807,149.856,71,0,2
2024.08.01,11:45:00,149.851,149.858,149.791,149.803,77,0,1
2024.08.01,11:46:00,149.8,149.805,149.748,149.748,78,0,2
2024.08.01,11:47:00,149.75,149.76,149.713,149.715,61,0,2
2024.08.01,11:48:00,149.723,149.731,149.676,149.678,45,0,2
2024.08.01,11:49:00,149.681,149.681,149.618,149.618,58,0,1
2024.08.01,11:50:00,149.624,149.653,149.587,149.635,71,0,1
2024.08.01,11:51:00,149.634,149.661,149.596,149.661,71,0,1
2024.08.01,11:52:00,149.666,149.688,149.629,149.674,72,0,1
2024.08.01,11:53:00,149.677,149.69,149.617,149.635,80,0,1
2024.08.01,11:54:00,149.635,149.637,149.56,149.571,67,0,1
2024.08.01,11:55:00,149.581,149.615,149.557,149.614,63,0,1
2024.08.01,11:56:00,149.612,149.678,149.596,149.597,70,0,1
2024.08.01,11:57:00,149.601,149.658,149.591,149.639,53,0,1
2024.08.01,11:58:00,149.638,149.701,149.62,149.701,50,0,0
2024.08.01,11:59:00,149.701,149.702,149.674,149.695,47,0,2
2024.08.01,12:00:00,149.703,149.727,149.61,149.613,51,0,1
2024.08.01,12:01:00,149.612,149.707,149.61,149.707,55,0,1
2024.08.01,12:02:00,149.713,149.728,149.689,149.725,67,0,2
2024.08.01,12:03:00,149.728,149.776,149.721,149.744,73,0,2
2024.08.01,12:04:00,149.744,149.745,149.712,149.726,59,0,2
2024.08.01,12:05:00,149.726,149.78,149.692,149.779,63,0,2
2024.08.01,12:06:00,149.779,149.779,149.701,149.703,63,0,3
2024.08.01,12:07:00,149.703,149.715,149.643,149.643,58,0,2
2024.08.01,12:08:00,149.643,149.663,149.632,149.644,62,0,2
2024.08.01,12:09:00,149.651,149.677,149.621,149.622,70,0,0
2024.08.01,12:10:00,149.646,149.684,149.644,149.677,54,0,2
2024.08.01,12:11:00,149.676,149.68,149.646,149.669,53,0,2
2024.08.01,12:12:00,149.668,149.711,149.662,149.703,63,0,1
2024.08.01,12:13:00,149.703,149.714,149.678,149.704,55,0,1
2024.08.01,12:14:00,149.703,149.764,149.703,149.764,50,0,2
2024.08.01,12:15:00,149.764,149.781,149.748,149.781,50,0,1
2024.08.01,12:16:00,149.781,149.802,149.781,149.784,39,0,1
2024.08.01,12:17:00,149.782,149.783,149.708,149.726,74,0,2
2024.08.01,12:18:00,149.723,149.726,149.706,149.714,64,0,1
2024.08.01,12:19:00,149.714,149.75,149.714,149.741,71,0,2
2024.08.01,12:20:00,149.741,149.772,149.722,149.755,59,0,2
2024.08.01,12:21:00,149.741,149.765,149.733,149.741,59,0,2
2024.08.01,12:22:00,149.742,149.76,149.731,149.747,63,0,1
2024.08.01,12:23:00,149.748,149.751,149.731,149.732,35,0,1
2024.08.01,12:24:00,149.731,149.732,149.683,149.699,73,0,1
2024.08.01,12:25:00,149.699,149.702,149.641,149.698,85,0,1
2024.08.01,12:26:00,149.697,149.764,149.692,149.762,60,0,1
2024.08.01,12:27:00,149.749,149.764,149.716,149.732,60,0,1
2024.08.01,12:28:00,149.732,149.765,149.722,149.727,56,0,1
2024.08.01,12:29:00,149.727,149.727,149.663,149.67,39,0,1
2024.08.01,12:30:00,149.669,149.751,149.652,149.751,66,0,1
2024.08.01,12:31:00,149.751,149.751,149.647,149.655,64,0,1
2024.08.01,12:32:00,149.655,149.66,149.619,149.657,58,0,1
2024.08.01,12:33:00,149.657,149.667,149.64,149.647,50,0,2
2024.08.01,12:34:00,149.654,149.698,149.654,149.681,57,0,2
2024.08.01,12:35:00,149.685,149.78,149.685,149.771,62,0,1
2024.08.01,12:36:00,149.775,149.792,149.746,149.781,58,0,1
2024.08.01,12:37:00,149.781,149.794,149.767,149.774,58,0,1
2024.08.01,12:38:00,149.775,149.814,149.768,149.81,52,0,2
2024.08.01,12:39:00,149.81,149.817,149.783,149.801,43,0,2
2024.08.01,12:40:00,149.802,149.805,149.781,149.781,46,0,1
2024.08.01,12:41:00,149.782,149.794,149.77,149.77,44,0,1
2024.08.01,12:42:00,149.77,149.787,149.758,149.779,49,0,1
2024.08.01,12:43:00,149.779,149.786,149.752,149.761,41,0,1
2024.08.01,12:44:00,149.761,149.793,149.751,149.759,49,0,1
2024.08.01,12:45:00,149.755,149.772,149.743,149.767,54,0,1
2024.08.01,12:46:00,149.766,149.772,149.748,149.756,40,0,1
2024.08.01,12:47:00,149.756,149.786,149.741,149.774,49,0,1
2024.08.01,12:48:00,149.766,149.772,149.756,149.76,46,0,1
2024.08.01,12:49:00,149.757,149.769,149.719,149.769,60,0,1
2024.08.01,12:50:00,149.769,149.847,149.76,149.847,69,0,1
2024.08.01,12:51:00,149.846,149.902,149.846,149.898,59,0,1
2024.08.01,12:52:00,149.895,149.905,149.873,149.882,56,0,1
2024.08.01,12:53:00,149.882,149.93,149.879,149.93,43,0,1
2024.08.01,12:54:00,149.928,149.938,149.891,149.893,59,0,1
2024.08.01,12:55:00,149.894,149.909,149.87,149.89,51,0,1
2024.08.01,12:56:00,149.887,149.914,149.872,149.914,58,0,1
2024.08.01,12:57:00,149.916,149.923,149.874,149.896,48,0,1
2024.08.01,12:58:00,149.897,149.929,149.891,149.903,61,0,1
2024.08.01,12:59:00,149.903,149.968,149.894,149.948,54,0,1
2024.08.01,13:00:00,149.95,149.985,149.948,149.985,53,0,2
2024.08.01,13:01:00,149.985,149.998,149.953,149.987,53,0,2
2024.08.01,13:02:00,149.987,150.004,149.967,149.975,52,0,0
2024.08.01,13:03:00,149.979,150.007,149.969,150.001,48,0,2
2024.08.01,13:04:00,150.004,150.093,150.004,150.093,60,0,0
2024.08.01,13:05:00,150.092,150.103,150.038,150.049,77,0,2
2024.08.01,13:06:00,150.048,150.048,150.004,150.012,40,0,1
2024.08.01,13:07:00,150.011,150.064,150.008,150.052,38,0,1
2024.08.01,13:08:00,150.054,150.054,149.979,150.005,67,0,2
2024.08.01,13:09:00,150.005,150.018,149.972,150.005,44,0,2
2024.08.01,13:10:00,150.005,150.013,149.973,150.005,52,0,2
2024.08.01,13:11:00,150.006,150.015,149.941,149.959,76,0,1
2024.08.01,13:12:00,149.96,149.983,149.942,149.944,57,0,1
2024.08.01,13:13:00,149.944,149.958,149.922,149.947,53,0,3
2024.08.01,13:14:00,149.946,149.97,149.936,149.95,46,0,2
2024.08.01,13:15:00,149.953,150,149.938,149.994,58,0,1
2024.08.01,13:16:00,149.994,150.009,149.971,149.994,44,0,2
2024.08.01,13:17:00,149.994,150.016,149.972,149.982,51,0,1
2024.08.01,13:18:00,149.983,150.052,149.982,150.049,43,0,1
2024.08.01,13:19:00,150.049,150.052,150.024,150.025,47,0,2
2024.08.01,13:20:00,150.025,150.07,150.025,150.052,30,0,1
2024.08.01,13:21:00,150.053,150.09,150.051,150.089,52,0,2
2024.08.01,13:22:00,150.091,150.106,150.077,150.077,42,0,2
2024.08.01,13:23:00,150.078,150.091,150.045,150.089,32,0,0
2024.08.01,13:24:00,150.089,150.121,150.065,150.102,55,0,1
2024.08.01,13:25:00,150.103,150.105,150.06,150.07,43,0,1
2024.08.01,13:26:00,150.069,150.07,150.042,150.047,51,0,2
2024.08.01,13:27:00,150.047,150.097,150.046,150.069,46,0,1
2024.08.01,13:28:00,150.068,150.135,150.068,150.127,43,0,2
2024.08.01,13:29:00,150.128,150.154,150.115,150.147,45,0,1
2024.08.01,13:30:00,150.148,150.176,150.132,150.171,47,0,0
2024.08.01,13:31:00,150.161,150.189,150.161,150.175,43,0,2
2024.08.01,13:32:00,150.176,150.195,150.167,150.167,35,0,1
2024.08.01,13:33:00,150.167,150.17,150.135,150.147,26,0,2
2024.08.01,13:34:00,150.147,150.147,150.115,150.115,28,0,2
2024.08.01,13:35:00,150.115,150.161,150.114,150.15,52,0,1
2024.08.01,13:36:00,150.15,150.193,150.15,150.182,36,0,1
2024.08.01,13:37:00,150.181,150.183,150.139,150.17,40,0,2
2024.08.01,13:38:00,150.17,150.192,150.158,150.168,30,0,3
2024.08.01,13:39:00,150.168,150.168,150.102,150.109,56,0,2
2024.08.01,13:40:00,150.108,150.113,150.068,150.075,42,0,1
2024.08.01,13:41:00,150.068,150.113,150.068,150.091,55,0,2
2024.08.01,13:42:00,150.09,150.091,150.076,150.08,51,0,2
2024.08.01,13:43:00,150.081,150.104,150.078,150.079,27,0,2
2024.08.01,13:44:00,150.079,150.079,150.048,150.067,29,0,2
2024.08.01,13:45:00,150.067,150.087,150.022,150.026,47,0,1
2024.08.01,13:46:00,150.026,150.038,150.015,150.036,45,0,1
2024.08.01,13:47:00,150.036,150.061,150.028,150.04,32,0,2
2024.08.01,13:48:00,150.039,150.059,150.039,150.059,15,0,3
2024.08.01,13:49:00,150.058,150.06,150.04,150.04,41,0,1
2024.08.01,13:50:00,150.042,150.05,150.018,150.047,32,0,1
2024.08.01,13:51:00,150.045,150.085,150.045,150.072,33,0,1
2024.08.01,13:52:00,150.072,150.072,150.047,150.058,56,0,1
2024.08.01,13:53:00,150.056,150.091,150.056,150.059,37,0,1
2024.08.01,13:54:00,150.059,150.082,150.052,150.057,40,0,2
2024.08.01,13:55:00,150.057,150.085,150.02,150.023,62,0,1
2024.08.01,13:56:00,150.023,150.023,149.956,149.958,52,0,1
2024.08.01,13:57:00,149.959,149.959,149.928,149.937,56,0,1
2024.08.01,13:58:00,149.937,149.983,149.937,149.98,35,0,1
2024.08.01,13:59:00,149.982,150.027,149.978,150.027,56,0,1
2024.08.01,14:00:00,150.03,150.078,149.969,150.062,82,0,0
2024.08.01,14:01:00,150.063,150.125,150.051,150.125,68,0,3
2024.08.01,14:02:00,150.128,150.15,150.114,150.138,44,0,1
2024.08.01,14:03:00,150.135,150.135,150.056,150.068,60,0,2
2024.08.01,14:04:00,150.068,150.125,150.05,150.099,56,0,1
2024.08.01,14:05:00,150.1,150.14,150.099,150.124,49,0,2
2024.08.01,14:06:00,150.125,150.161,150.125,150.149,42,0,1
2024.08.01,14:07:00,150.149,150.171,150.11,150.112,42,0,1
2024.08.01,14:08:00,150.112,150.195,150.112,150.19,48,0,2
2024.08.01,14:09:00,150.188,150.198,150.176,150.192,55,0,1
2024.08.01,14:10:00,150.189,150.238,150.171,150.233,47,0,0
2024.08.01,14:11:00,150.242,150.259,150.238,150.243,38,0,1
2024.08.01,14:12:00,150.241,150.271,150.237,150.27,44,0,2
2024.08.01,14:13:00,150.27,150.292,150.247,150.292,44,0,1
2024.08.01,14:14:00,150.292,150.427,150.289,150.409,80,0,1
2024.08.01,14:15:00,150.408,150.413,150.35,150.37,42,0,1
2024.08.01,14:16:00,150.36,150.365,150.321,150.347,40,0,2
2024.08.01,14:17:00,150.35,150.446,150.35,150.422,45,0,1
2024.08.01,14:18:00,150.423,150.443,150.377,150.382,58,0,1
2024.08.01,14:19:00,150.382,150.424,150.376,150.424,25,0,1
2024.08.01,14:20:00,150.427,150.446,150.403,150.438,64,0,1
2024.08.01,14:21:00,150.439,150.447,150.417,150.434,57,0,1
2024.08.01,14:22:00,150.434,150.434,150.372,150.42,49,0,2
2024.08.01,14:23:00,150.42,150.428,150.352,150.352,56,0,2
2024.08.01,14:24:00,150.355,150.377,150.318,150.338,59,0,1
2024.08.01,14:25:00,150.339,150.395,150.339,150.384,57,0,3
2024.08.01,14:26:00,150.384,150.384,150.324,150.329,52,0,2
2024.08.01,14:27:00,150.33,150.341,150.324,150.329,50,0,2
2024.08.01,14:28:00,150.329,150.392,150.321,150.392,47,0,1
2024.08.01,14:29:00,150.39,150.391,150.342,150.35,44,0,1
2024.08.01,14:30:00,150.351,150.43,150.349,150.427,57,0,2
2024.08.01,14:31:00,150.429,150.448,150.397,150.411,43,0,1
2024.08.01,14:32:00,150.41,150.446,150.405,150.441,49,0,2
2024.08.01,14:33:00,150.441,150.495,150.435,150.493,42,0,1
2024.08.01,14:34:00,150.489,150.497,150.465,150.476,46,0,1
2024.08.01,14:35:00,150.476,150.486,150.44,150.443,35,0,2
2024.08.01,14:36:00,150.442,150.451,150.398,150.398,51,0,2
2024.08.01,14:37:00,150.398,150.452,150.385,150.447,52,0,2
2024.08.01,14:38:00,150.438,150.477,150.433,150.475,47,0,2
2024.08.01,14:39:00,150.475,150.5,150.462,150.477,50,0,1
2024.08.01,14:40:00,150.476,150.536,150.474,150.492,56,0,1
2024.08.01,14:41:00,150.494,150.519,150.466,150.475,54,0,3
2024.08.01,14:42:00,150.474,150.542,150.464,150.528,51,0,2
2024.08.01,14:43:00,150.523,150.575,150.523,150.539,62,0,4
2024.08.01,14:44:00,150.539,150.552,150.533,150.543,40,0,3
2024.08.01,14:45:00,150.537,150.568,150.511,150.559,55,0,2
2024.08.01,14:46:00,150.559,150.586,150.553,150.553,47,0,3
2024.08.01,14:47:00,150.554,150.604,150.549,150.588,47,0,1
2024.08.01,14:48:00,150.586,150.621,150.581,150.6,50,0,0
2024.08.01,14:49:00,150.6,150.612,150.59,150.6,34,0,1
2024.08.01,14:50:00,150.6,150.6,150.501,150.52,45,0,1
2024.08.01,14:51:00,150.521,150.554,150.502,150.531,57,0,2
2024.08.01,14:52:00,150.531,150.543,150.493,150.54,49,0,1
2024.08.01,14:53:00,150.543,150.543,150.491,150.496,52,0,1
2024.08.01,14:54:00,150.496,150.514,150.496,150.502,29,0,2
2024.08.01,14:55:00,150.502,150.506,150.461,150.464,38,0,1
2024.08.01,14:56:00,150.461,150.487,150.428,150.431,50,0,1
